"","carat","cut","color","clarity","price"
"4381",0.29,"Premium","G","VVS1",669
"4382",0.34,"Premium","E","VS2",893
"4383",1.5,"Premium","G","I1",4140
"4384",0.29,"Ideal","E","IF",815
"4385",0.32,"Very Good","I","SI1",540
"4386",0.34,"Ideal","E","VVS1",1014
"4387",0.7,"Very Good","G","SI2",2872
"4388",0.4,"Premium","G","IF",1333
"4389",1.57,"Ideal","G","VS2",14283
"4390",0.41,"Premium","E","VS1",1079
"4391",0.74,"Premium","H","SI1",2201
"4392",1.51,"Very Good","G","VS2",13068
"4393",0.51,"Ideal","G","VVS2",1974
"4394",1,"Good","E","VS1",6822
"4395",0.9,"Premium","H","SI2",3326
"4396",0.46,"Good","F","VS1",1109
"4397",0.25,"Premium","E","VVS2",576
"4398",1,"Very Good","G","SI1",4295
"4399",0.58,"Ideal","F","VS1",2245
"4400",0.34,"Premium","G","VS2",596
"4401",1.22,"Ideal","H","VS2",7584
"4402",0.8,"Ideal","I","VS1",3010
"4403",0.41,"Ideal","D","SI1",722
"4404",0.41,"Ideal","H","SI1",683
"4405",0.37,"Ideal","J","VS1",624
"4406",1.05,"Very Good","G","SI2",4241
"4407",0.52,"Very Good","G","VS1",1815
"4408",0.38,"Very Good","E","VS2",866
"4409",2.11,"Very Good","I","SI1",14740
"4410",0.56,"Premium","E","VS1",1882
"4411",1.54,"Premium","J","VVS1",9215
"4412",0.76,"Ideal","G","VVS1",3671
"4413",1.17,"Ideal","F","SI1",5944
"4414",0.52,"Ideal","D","SI1",1429
"4415",1.01,"Very Good","G","VS2",5701
"4416",0.27,"Ideal","I","VVS2",480
"4417",0.27,"Ideal","I","VS1",432
"4418",1.5,"Fair","H","SI2",7098
"4419",1.11,"Ideal","I","SI1",4273
"4420",1.06,"Very Good","F","SI1",5520
"4421",1.25,"Premium","J","SI1",4200
"4422",0.33,"Premium","H","VS1",743
"4423",2.08,"Premium","I","VS2",18447
"4424",0.54,"Premium","H","SI1",1240
"4425",1.51,"Good","I","SI1",6046
"4426",1,"Premium","I","SI1",3360
"4427",0.73,"Premium","F","SI1",2346
"4428",1.02,"Premium","G","SI1",4718
"4429",0.41,"Ideal","G","IF",1259
"4430",1.51,"Premium","H","VS2",11540
"4431",0.41,"Ideal","G","SI1",964
"4432",0.55,"Very Good","E","VS2",1719
"4433",0.41,"Premium","F","VS1",1076
"4434",0.41,"Premium","D","SI1",791
"4435",0.9,"Very Good","F","SI2",3552
"4436",0.56,"Ideal","H","VS2",1388
"4437",0.42,"Ideal","F","VS1",985
"4438",0.83,"Ideal","E","SI1",4024
"4439",0.72,"Good","F","SI2",1609
"4440",0.56,"Very Good","E","VS2",1819
"4441",0.42,"Premium","E","VS2",1024
"4442",0.32,"Premium","F","VS2",773
"4443",0.5,"Ideal","D","VVS2",2100
"4444",0.8,"Premium","G","SI2",2429
"4445",0.79,"Ideal","I","VS2",2712
"4446",1.03,"Ideal","G","VS1",7880
"4447",0.43,"Premium","G","SI1",968
"4448",1.2,"Very Good","J","VS1",5226
"4449",1.52,"Premium","I","SI2",6214
"4450",0.9,"Good","F","VS2",4253
"4451",1.06,"Ideal","G","VS2",6240
"4452",0.3,"Very Good","G","VVS2",684
"4453",0.3,"Premium","F","VVS2",945
"4454",1.01,"Ideal","H","VS2",4909
"4455",0.7,"Good","E","VS2",2394
"4456",0.3,"Ideal","F","VS2",605
"4457",2.01,"Premium","G","VS2",17057
"4458",0.38,"Premium","D","SI2",812
"4459",0.41,"Premium","F","VVS2",951
"4460",0.46,"Ideal","F","VS1",1643
"4461",1.53,"Premium","G","VS1",14214
"4462",0.33,"Premium","G","VVS1",1114
"4463",0.71,"Ideal","H","SI1",2326
"4464",0.28,"Very Good","E","VS1",452
"4465",0.3,"Very Good","D","SI1",552
"4466",0.27,"Good","D","VVS2",693
"4467",0.44,"Ideal","D","VS1",1235
"4468",0.34,"Premium","E","VS2",956
"4469",1.5,"Ideal","G","SI2",7936
"4470",0.37,"Premium","G","SI1",551
"4471",0.3,"Very Good","E","VVS2",837
"4472",0.7,"Ideal","D","SI1",2872
"4473",2.03,"Very Good","G","SI1",18630
"4474",0.28,"Ideal","E","VVS2",787
"4475",0.42,"Premium","F","SI1",773
"4476",0.43,"Good","D","SI1",774
"4477",0.32,"Good","I","SI1",432
"4478",1.19,"Very Good","J","SI2",4329
"4479",1.54,"Premium","F","SI1",9926
"4480",1.12,"Premium","F","SI2",3723
"4481",0.58,"Ideal","E","VVS2",2529
"4482",0.33,"Ideal","G","VS2",743
"4483",1,"Premium","H","SI2",3864
"4484",1.53,"Premium","E","SI1",12499
"4485",0.32,"Ideal","F","VS2",645
"4486",1.06,"Ideal","G","SI2",4778
"4487",1.5,"Very Good","I","VVS2",10873
"4488",1,"Good","G","SI2",3941
"4489",1.51,"Ideal","J","VS2",7847
"4490",1.26,"Premium","J","VS2",5107
"4491",1,"Very Good","D","VS2",6776
"4492",0.62,"Premium","F","SI1",1777
"4493",0.3,"Premium","D","VS1",979
"4494",1.11,"Ideal","D","VS1",9870
"4495",1.01,"Very Good","D","SI1",5394
"4496",0.82,"Premium","F","SI1",3080
"4497",0.7,"Ideal","H","VS1",3004
"4498",0.53,"Very Good","F","VS2",1636
"4499",1.14,"Ideal","F","VS1",9116
"4500",1.14,"Ideal","G","VVS2",9013
"4501",0.3,"Premium","D","VS2",911
"4502",1.29,"Ideal","E","SI2",6473
"4503",0.53,"Ideal","G","IF",2137
"4504",1.29,"Ideal","G","VS2",8582
"4505",1.27,"Ideal","H","SI1",6785
"4506",0.33,"Ideal","G","VS1",666
"4507",0.52,"Ideal","D","SI2",1320
"4508",0.23,"Very Good","G","VVS2",431
"4509",0.59,"Good","E","SI2",1327
"4510",0.34,"Ideal","E","SI1",596
"4511",0.33,"Ideal","G","VS1",666
"4512",0.33,"Ideal","E","VVS2",802
"4513",0.71,"Ideal","E","VS2",3773
"4514",0.32,"Ideal","F","SI1",491
"4515",0.5,"Very Good","D","SI1",1436
"4516",0.63,"Premium","F","SI1",1736
"4517",0.9,"Good","D","SI1",3689
"4518",0.4,"Ideal","E","VS2",975
"4519",0.7,"Very Good","G","SI1",2209
"4520",0.45,"Premium","I","VS1",1035
"4521",0.31,"Ideal","E","VVS1",801
"4522",1.11,"Premium","H","SI1",5315
"4523",1.21,"Ideal","G","VS1",8759
"4524",0.4,"Ideal","F","VVS2",1088
"4525",1.01,"Premium","I","SI1",3782
"4526",0.7,"Fair","G","SI2",2208
"4527",0.3,"Ideal","F","IF",886
"4528",0.52,"Very Good","E","SI1",1343
"4529",1.51,"Ideal","H","SI1",10502
"4530",0.58,"Ideal","E","VS2",1683
"4531",2.11,"Premium","G","SI2",13598
"4532",0.31,"Very Good","D","VVS2",1009
"4533",0.74,"Ideal","H","VS1",3030
"4534",1.31,"Premium","J","VS2",6137
"4535",1.63,"Good","I","SI1",9730
"4536",2.01,"Very Good","I","VS1",17068
"4537",0.42,"Ideal","D","VVS2",1389
"4538",0.96,"Premium","H","SI2",3871
"4539",0.53,"Premium","F","VS2",1631
"4540",0.7,"Good","I","SI1",2034
"4541",0.56,"Ideal","D","SI1",2053
"4542",0.93,"Very Good","F","SI1",4081
"4543",0.7,"Very Good","G","VS1",2741
"4544",0.7,"Fair","F","VS2",2762
"4545",0.6,"Ideal","H","SI1",1766
"4546",0.28,"Good","E","VS2",625
"4547",0.4,"Ideal","H","SI2",625
"4548",0.58,"Ideal","E","SI1",1636
"4549",0.93,"Good","E","SI1",4611
"4550",0.74,"Premium","E","VS1",3401
"4551",0.33,"Very Good","E","IF",957
"4552",0.7,"Ideal","G","VS1",3384
"4553",0.32,"Ideal","E","VS2",900
"4554",0.23,"Premium","F","VVS2",445
"4555",1.15,"Very Good","G","VS2",6831
"4556",1.03,"Premium","F","VS2",6307
"4557",0.54,"Very Good","E","VS1",1676
"4558",0.72,"Ideal","H","SI1",2398
"4559",0.4,"Ideal","G","VS2",792
"4560",0.53,"Very Good","G","SI1",1367
"4561",1.01,"Good","D","SI2",4719
"4562",0.56,"Ideal","F","VS2",1739
"4563",1.18,"Premium","H","SI2",4956
"4564",0.51,"Ideal","E","VVS1",2317
"4565",0.91,"Ideal","G","VS1",4775
"4566",1.09,"Ideal","D","SI1",6532
"4567",0.51,"Very Good","E","SI1",1363
"4568",0.7,"Ideal","D","VS1",3093
"4569",0.74,"Ideal","J","SI1",1963
"4570",0.34,"Ideal","E","VS1",805
"4571",0.73,"Good","E","VS1",3466
"4572",0.55,"Ideal","F","VS2",2026
"4573",0.74,"Premium","G","SI1",2131
"4574",1.55,"Ideal","J","SI2",6805
"4575",0.93,"Premium","F","SI1",4297
"4576",1.72,"Good","F","SI1",13499
"4577",1.11,"Ideal","G","VS1",8112
"4578",2.01,"Very Good","I","VS1",16811
"4579",0.29,"Very Good","G","VS2",712
"4580",0.3,"Ideal","D","SI1",709
"4581",0.53,"Ideal","H","VS1",1607
"4582",0.31,"Premium","F","VS2",749
"4583",1.1,"Ideal","H","VS1",6586
"4584",1.13,"Ideal","H","SI2",3797
"4585",0.38,"Ideal","G","SI2",587
"4586",0.34,"Ideal","E","VVS2",1071
"4587",0.7,"Ideal","I","SI1",2187
"4588",0.31,"Ideal","E","VS2",680
"4589",0.28,"Very Good","E","VS1",487
"4590",2.16,"Very Good","G","SI2",15166
"4591",0.85,"Ideal","D","VS2",3821
"4592",0.55,"Very Good","F","VS2",1599
"4593",0.38,"Premium","E","VS1",1069
"4594",0.41,"Ideal","E","VS1",1079
"4595",0.43,"Premium","G","VVS1",1264
"4596",0.96,"Ideal","F","I1",2826
"4597",1.59,"Ideal","J","SI2",7155
"4598",0.7,"Ideal","G","VVS2",2993
"4599",0.23,"Very Good","E","VVS2",505
"4600",0.3,"Good","F","SI2",394
"4601",1.34,"Ideal","J","SI2",5273
"4602",0.32,"Very Good","I","VS2",449
"4603",0.73,"Premium","D","SI1",2865
"4604",0.9,"Premium","G","VS2",3850
"4605",1.08,"Ideal","G","IF",8873
"4606",0.49,"Premium","E","VS1",1577
"4607",0.7,"Good","H","VS2",2347
"4608",0.51,"Good","E","SI1",1434
"4609",0.55,"Very Good","H","SI1",1270
"4610",1,"Fair","F","VS2",4732
"4611",0.47,"Good","D","SI1",987
"4612",1.04,"Very Good","G","IF",8655
"4613",0.38,"Very Good","E","IF",1409
"4614",0.51,"Good","F","SI1",1220
"4615",1.06,"Ideal","E","VS2",9092
"4616",0.42,"Premium","E","VS1",1181
"4617",1.12,"Ideal","E","SI2",5000
"4618",0.33,"Ideal","H","SI2",554
"4619",1.12,"Premium","G","IF",9440
"4620",1.5,"Very Good","J","VS2",7308
"4621",1.6,"Premium","E","SI2",10483
"4622",0.7,"Very Good","I","SI2",1603
"4623",0.7,"Good","F","VS1",2441
"4624",0.7,"Very Good","H","SI1",2475
"4625",0.81,"Ideal","I","SI1",2439
"4626",0.58,"Ideal","G","VS1",1911
"4627",2.22,"Very Good","J","SI2",10662
"4628",1.1,"Premium","H","VS2",5805
"4629",2.03,"Ideal","F","SI2",18535
"4630",0.37,"Premium","E","VS2",1041
"4631",1.4,"Premium","G","SI2",5723
"4632",0.31,"Ideal","D","VS2",734
"4633",1.01,"Fair","F","VS2",5090
"4634",0.41,"Good","F","VVS2",996
"4635",0.91,"Very Good","F","SI2",3653
"4636",0.31,"Premium","H","SI1",573
"4637",0.93,"Ideal","E","SI2",3990
"4638",0.31,"Very Good","F","VS2",625
"4639",1.37,"Very Good","J","SI2",5063
"4640",0.8,"Very Good","F","SI2",2564
"4641",2,"Very Good","H","SI1",16092
"4642",0.72,"Ideal","G","VS1",3478
"4643",0.37,"Good","H","VS2",749
"4644",0.34,"Ideal","G","VS2",663
"4645",0.31,"Good","E","VS1",600
"4646",1.01,"Fair","G","SI1",4102
"4647",1.11,"Ideal","G","VVS2",9507
"4648",0.33,"Very Good","D","VVS2",1050
"4649",0.71,"Premium","G","VS2",2766
"4650",1.26,"Ideal","H","SI2",5998
"4651",0.98,"Good","F","SI1",4226
"4652",1.07,"Very Good","J","SI2",3783
"4653",1.35,"Premium","G","VS1",10415
"4654",0.26,"Ideal","F","VS2",453
"4655",0.51,"Good","F","SI1",1312
"4656",0.38,"Very Good","F","VS1",933
"4657",0.7,"Very Good","E","SI1",2592
"4658",0.76,"Premium","E","SI1",2789
"4659",0.74,"Ideal","I","VVS1",2822
"4660",1.02,"Ideal","G","VS2",6169
"4661",0.7,"Very Good","D","VVS1",3920
"4662",0.26,"Very Good","E","VVS2",564
"4663",1.01,"Ideal","F","SI2",4416
"4664",1.26,"Ideal","I","SI2",4704
"4665",0.28,"Very Good","H","VVS1",480
"4666",0.4,"Premium","G","VS1",1125
"4667",0.31,"Ideal","D","SI1",732
"4668",1.2,"Very Good","H","I1",3696
"4669",0.3,"Ideal","G","VVS1",764
"4670",0.9,"Ideal","G","SI1",3931
"4671",0.7,"Very Good","E","VVS2",4240
"4672",0.39,"Good","E","VS1",1082
"4673",0.33,"Premium","H","VS2",668
"4674",1.1,"Very Good","F","VS2",7272
"4675",1.26,"Ideal","J","SI2",4656
"4676",1.02,"Premium","H","SI2",3769
"4677",0.35,"Ideal","G","IF",974
"4678",0.74,"Ideal","F","SI2",2295
"4679",1.01,"Very Good","G","SI2",4498
"4680",0.71,"Very Good","G","SI1",2266
"4681",2.01,"Premium","I","VS2",13003
"4682",0.31,"Very Good","D","SI1",732
"4683",0.6,"Good","F","SI1",1367
"4684",0.21,"Premium","D","VS2",386
"4685",0.3,"Good","D","SI1",552
"4686",0.4,"Very Good","G","SI1",795
"4687",1.01,"Very Good","I","SI2",3792
"4688",0.3,"Good","D","VVS2",787
"4689",1.05,"Ideal","G","VS2",6604
"4690",0.31,"Premium","D","SI1",732
"4691",0.31,"Premium","G","VS2",544
"4692",2.01,"Ideal","I","SI2",13777
"4693",0.32,"Good","H","VS2",505
"4694",1.01,"Premium","D","IF",16234
"4695",1.19,"Ideal","F","SI1",5937
"4696",0.5,"Very Good","F","SI1",1213
"4697",1.23,"Ideal","G","VS1",10859
"4698",1.22,"Ideal","J","VS1",5504
"4699",0.6,"Premium","D","SI1",1996
"4700",0.91,"Good","F","SI1",3363
"4701",0.41,"Ideal","D","VS2",1076
"4702",0.41,"Very Good","D","SI1",920
"4703",0.32,"Ideal","E","VS2",900
"4704",0.7,"Very Good","F","SI1",2278
"4705",0.38,"Very Good","D","VVS2",1200
"4706",0.32,"Ideal","F","VS2",828
"4707",0.57,"Ideal","D","VS2",1955
"4708",1.02,"Very Good","E","VS2",6762
"4709",1.01,"Premium","H","VS2",5120
"4710",0.52,"Ideal","D","VS2",1919
"4711",0.54,"Ideal","E","SI2",1246
"4712",0.71,"Very Good","E","VS2",2881
"4713",2.01,"Ideal","G","SI1",18741
"4714",0.72,"Premium","F","VS2",2724
"4715",0.52,"Very Good","G","VS2",1446
"4716",1.12,"Ideal","D","SI1",7145
"4717",0.29,"Ideal","E","VS1",619
"4718",0.73,"Ideal","D","SI2",2770
"4719",0.41,"Good","E","SI1",755
"4720",0.42,"Ideal","H","VVS2",1102
"4721",0.88,"Ideal","H","SI1",3557
"4722",1.14,"Very Good","E","SI2",5236
"4723",0.3,"Premium","I","VVS1",709
"4724",0.7,"Very Good","E","SI1",2537
"4725",0.61,"Ideal","G","SI1",1659
"4726",1,"Very Good","F","VS2",5929
"4727",1.01,"Very Good","E","VS2",6310
"4728",0.57,"Very Good","E","SI2",1384
"4729",0.24,"Very Good","D","VVS1",553
"4730",0.41,"Very Good","G","VVS2",932
"4731",0.41,"Good","G","SI2",611
"4732",0.43,"Premium","F","SI2",871
"4733",0.91,"Very Good","E","SI1",4031
"4734",0.9,"Very Good","J","SI2",2860
"4735",0.52,"Ideal","E","SI1",1737
"4736",1.2,"Ideal","H","VS2",6956
"4737",0.39,"Ideal","H","VVS2",853
"4738",1.71,"Very Good","H","VS2",12493
"4739",1.06,"Ideal","I","SI2",3777
"4740",0.33,"Ideal","H","IF",1114
"4741",0.79,"Very Good","D","VS1",3798
"4742",0.5,"Ideal","G","VS2",1449
"4743",0.95,"Good","I","SI2",2905
"4744",1.46,"Premium","G","VS1",12261
"4745",0.74,"Premium","F","VS2",2805
"4746",0.51,"Fair","E","SI1",1237
"4747",0.33,"Ideal","G","VVS1",868
"4748",0.34,"Ideal","E","SI1",637
"4749",0.5,"Ideal","E","VS2",1676
"4750",1.83,"Premium","E","SI2",12492
"4751",1.13,"Very Good","G","SI1",5526
"4752",0.7,"Very Good","F","VS1",2810
"4753",0.9,"Very Good","I","VS2",3445
"4754",0.5,"Very Good","F","SI1",1214
"4755",1.25,"Ideal","F","VS1",9761
"4756",0.71,"Ideal","G","SI1",3007
"4757",0.8,"Ideal","F","SI1",3137
"4758",0.9,"Good","F","SI1",3954
"4759",0.92,"Premium","E","SI1",4183
"4760",1,"Good","F","VS2",6841
"4761",1.1,"Very Good","F","VS2",7174
"4762",1.21,"Premium","J","VS2",4268
"4763",0.52,"Good","E","SI2",1199
"4764",1.01,"Ideal","D","SI2",4805
"4765",0.36,"Ideal","G","VS1",869
"4766",1.01,"Premium","F","VS1",7017
"4767",0.72,"Ideal","H","VS1",2961
"4768",1,"Premium","F","SI2",4333
"4769",0.71,"Ideal","F","SI1",2633
"4770",1.63,"Ideal","E","SI1",14022
"4771",0.3,"Ideal","F","VVS1",1114
"4772",1,"Premium","E","SI2",4116
"4773",1.6,"Very Good","H","SI1",10078
"4774",1.02,"Ideal","G","VS1",6683
"4775",0.8,"Ideal","G","VS1",3578
"4776",0.52,"Ideal","G","VS2",1586
"4777",0.31,"Fair","D","VVS2",997
"4778",0.63,"Very Good","G","VVS2",2481
"4779",0.34,"Ideal","E","VS1",827
"4780",0.62,"Ideal","F","VS1",2371
"4781",0.4,"Premium","D","VS1",1200
"4782",0.24,"Very Good","F","VVS1",608
"4783",1.51,"Premium","F","VS2",14294
"4784",0.97,"Premium","F","VVS2",6768
"4785",1,"Good","H","SI2",3584
"4786",1.01,"Fair","E","SI1",4844
"4787",0.95,"Very Good","H","SI2",3335
"4788",1.06,"Ideal","G","VS1",7594
"4789",0.5,"Ideal","G","SI1",1173
"4790",0.3,"Very Good","I","VVS2",596
"4791",0.71,"Very Good","G","VS2",2137
"4792",1.5,"Fair","G","SI2",7972
"4793",0.8,"Ideal","D","VS2",4170
"4794",0.31,"Premium","E","SI1",651
"4795",0.88,"Very Good","I","VS1",2996
"4796",0.3,"Very Good","G","VS1",605
"4797",0.54,"Ideal","H","SI2",1208
"4798",0.29,"Good","F","VS1",415
"4799",0.42,"Premium","G","SI1",882
"4800",0.7,"Fair","F","VS1",2381
"4801",1.51,"Premium","D","VS2",14773
"4802",1.73,"Premium","G","VS2",16960
"4803",1.3,"Premium","G","VS2",9216
"4804",0.95,"Ideal","E","VS1",5879
"4805",1.23,"Premium","J","VS2",4856
"4806",1.51,"Ideal","D","VS2",15821
"4807",0.3,"Ideal","E","VVS2",837
"4808",0.35,"Premium","H","SI2",441
"4809",1.2,"Ideal","E","VVS1",13597
"4810",0.42,"Very Good","E","VVS2",1167
"4811",0.3,"Ideal","F","VVS1",814
"4812",0.31,"Ideal","F","IF",914
"4813",1.02,"Ideal","I","VS2",4281
"4814",1.01,"Very Good","D","VS2",6563
"4815",1.11,"Ideal","F","SI2",4227
"4816",0.3,"Ideal","H","VS2",626
"4817",0.74,"Ideal","D","VS1",3813
"4818",0.55,"Good","H","SI1",1175
"4819",0.31,"Premium","F","VS2",625
"4820",1.31,"Ideal","G","VS1",10556
"4821",0.3,"Very Good","E","VVS2",622
"4822",0.23,"Premium","E","VVS1",680
"4823",2.05,"Premium","J","VS2",13543
"4824",0.51,"Ideal","D","SI1",1687
"4825",0.52,"Ideal","E","VVS2",2371
"4826",1.58,"Ideal","H","VS2",12170
"4827",0.52,"Ideal","F","VS1",1872
"4828",0.5,"Premium","G","VS1",1624
"4829",0.55,"Ideal","F","SI2",1175
"4830",1.18,"Ideal","G","SI1",6112
"4831",0.34,"Good","G","VVS2",826
"4832",0.9,"Good","G","VS2",3801
"4833",1.11,"Premium","H","SI2",4662
"4834",1.77,"Very Good","G","SI1",11796
"4835",1.36,"Very Good","E","SI2",7288
"4836",1.07,"Ideal","G","VS1",7198
"4837",0.74,"Very Good","E","VS2",2638
"4838",0.5,"Very Good","F","VS2",1436
"4839",1.02,"Premium","I","VS2",3713
"4840",0.54,"Ideal","H","VVS2",1696
"4841",0.77,"Ideal","G","VS2",3114
"4842",0.9,"Very Good","D","VS1",5757
"4843",0.61,"Ideal","J","VVS1",1692
"4844",3.05,"Premium","E","I1",10453
"4845",1.35,"Ideal","H","VS2",6502
"4846",1.22,"Ideal","H","SI2",6398
"4847",0.4,"Good","E","SI1",687
"4848",1.01,"Ideal","E","SI2",4504
"4849",1.03,"Premium","F","SI2",4586
"4850",0.32,"Very Good","G","VS1",660
"4851",1.03,"Ideal","H","SI1",5063
"4852",1.01,"Good","J","SI1",3853
"4853",0.33,"Premium","G","VS1",666
"4854",1.71,"Good","H","VS2",13068
"4855",1.01,"Premium","D","VVS2",10732
"4856",0.4,"Very Good","G","VVS1",1008
"4857",1.25,"Good","I","SI2",5197
"4858",1.82,"Premium","I","VS1",13813
"4859",1.01,"Premium","D","VVS2",10407
"4860",0.41,"Premium","E","SI1",775
"4861",0.3,"Very Good","H","VVS2",605
"4862",0.52,"Premium","F","VS2",1600
"4863",0.73,"Ideal","H","VS2",3164
"4864",0.44,"Good","D","VVS1",2250
"4865",0.42,"Ideal","F","VVS2",1221
"4866",0.72,"Ideal","G","VS1",3540
"4867",1.08,"Ideal","G","SI2",4544
"4868",0.54,"Ideal","G","VS1",1760
"4869",0.9,"Good","E","SI2",3084
"4870",0.51,"Ideal","F","VS1",1632
"4871",0.49,"Premium","D","SI1",1444
"4872",1.51,"Ideal","I","VS2",9069
"4873",0.3,"Good","H","VS1",526
"4874",0.33,"Ideal","I","SI1",463
"4875",1.05,"Ideal","G","SI2",4561
"4876",1.5,"Very Good","D","VS2",17153
"4877",0.71,"Ideal","G","VS1",3123
"4878",0.46,"Ideal","H","SI1",1299
"4879",0.3,"Ideal","H","IF",764
"4880",0.54,"Premium","D","VS1",1994
"4881",0.54,"Ideal","D","VS2",2307
"4882",0.32,"Very Good","D","VVS2",841
"4883",0.92,"Ideal","H","IF",5758
"4884",0.4,"Ideal","J","VS1",658
"4885",1.01,"Ideal","E","SI2",4787
"4886",0.58,"Ideal","G","VVS2",2132
"4887",0.7,"Premium","H","VVS2",2596
"4888",0.32,"Ideal","G","VVS1",802
"4889",0.96,"Ideal","J","VS2",3326
"4890",1.01,"Very Good","E","VS2",6666
"4891",0.3,"Ideal","H","IF",764
"4892",0.4,"Very Good","F","SI1",798
"4893",0.59,"Ideal","E","VVS1",3422
"4894",0.63,"Premium","G","VS2",2391
"4895",0.74,"Very Good","I","SI1",2352
"4896",0.34,"Very Good","G","VS1",701
"4897",0.3,"Very Good","H","VS2",473
"4898",1.11,"Very Good","F","VVS2",9792
"4899",1.04,"Premium","E","SI2",4892
"4900",0.33,"Premium","F","VS2",666
"4901",0.5,"Ideal","E","SI1",1555
"4902",1.27,"Premium","H","VS2",5832
"4903",0.7,"Ideal","E","SI1",1758
"4904",0.79,"Ideal","G","SI1",2871
"4905",0.4,"Ideal","F","SI2",597
"4906",0.42,"Ideal","I","VS1",773
"4907",0.31,"Very Good","E","VS2",680
"4908",1,"Ideal","E","SI1",5555
"4909",0.36,"Premium","E","VS2",1013
"4910",0.71,"Very Good","H","VS1",2559
"4911",0.91,"Fair","E","VVS2",5430
"4912",0.39,"Ideal","E","VS2",911
"4913",1.52,"Ideal","H","SI2",5277
"4914",1.02,"Premium","J","SI1",3856
"4915",0.3,"Ideal","F","SI1",475
"4916",1.27,"Premium","I","SI2",5249
"4917",0.74,"Good","E","VS1",3416
"4918",0.53,"Good","F","SI1",1268
"4919",0.37,"Very Good","E","VS1",784
"4920",0.5,"Ideal","E","VS2",1554
"4921",1.34,"Very Good","I","SI1",6763
"4922",0.33,"Ideal","E","VS2",873
"4923",0.51,"Ideal","G","VS1",1781
"4924",1,"Premium","E","VS1",7260
"4925",1,"Premium","H","SI2",4032
"4926",0.71,"Premium","G","VS2",2515
"4927",0.3,"Premium","H","VS1",675
"4928",1.04,"Very Good","H","SI1",4791
"4929",0.9,"Premium","D","SI2",3578
"4930",0.73,"Very Good","D","VVS1",4716
"4931",0.31,"Ideal","G","IF",891
"4932",0.56,"Ideal","F","VS2",1672
"4933",0.36,"Ideal","H","VS2",587
"4934",0.42,"Ideal","I","VVS1",884
"4935",1.01,"Very Good","H","SI1",4369
"4936",0.61,"Good","D","SI2",1423
"4937",0.51,"Ideal","H","VS1",1668
"4938",1.14,"Ideal","G","SI2",5675
"4939",0.46,"Good","E","VS2",1267
"4940",0.3,"Premium","E","SI1",675
"4941",0.3,"Ideal","E","VVS2",766
"4942",1.27,"Very Good","J","VS2",5455
"4943",1.2,"Very Good","D","SI2",4758
"4944",1.2,"Ideal","H","SI1",6675
"4945",1.2,"Ideal","F","IF",14430
"4946",1.07,"Ideal","I","VS2",4764
"4947",1.05,"Ideal","G","SI1",5361
"4948",0.73,"Very Good","E","SI1",2564
"4949",0.7,"Premium","E","SI2",2475
"4950",0.31,"Ideal","D","VS2",804
"4951",1.25,"Ideal","J","VS2",5067
"4952",0.55,"Premium","G","SI1",1226
"4953",1.75,"Very Good","D","SI2",12012
"4954",0.54,"Ideal","E","SI2",1266
"4955",0.57,"Ideal","G","SI1",1369
"4956",0.33,"Ideal","H","VVS1",901
"4957",0.7,"Ideal","D","SI1",2822
"4958",1.51,"Ideal","G","VS1",13818
"4959",0.7,"Very Good","F","VVS2",3974
"4960",1,"Ideal","E","SI1",5728
"4961",0.32,"Premium","D","VS2",758
"4962",0.7,"Ideal","D","VS2",3788
"4963",0.38,"Ideal","E","SI1",660
"4964",1.13,"Ideal","E","VS2",9796
"4965",0.55,"Premium","D","VS2",2030
"4966",1.5,"Premium","F","VS2",14199
"4967",1,"Very Good","F","SI1",4939
"4968",0.3,"Good","I","SI1",394
"4969",0.77,"Premium","G","SI1",2657
"4970",0.7,"Premium","D","SI1",2473
"4971",0.51,"Very Good","F","VVS2",2041
"4972",0.45,"Good","E","SI1",829
"4973",0.7,"Very Good","D","VS1",3208
"4974",1.53,"Ideal","G","VVS2",15275
